Hora de inicio de la toma de datos: 11:57:28
AT(s)	F1.1	F1.2	F2.1	F2.2	F3.1	F3.2	F4.1	F4.2	F5.1	F5.2	ABD1	ABD2	ABD3	ABD4	PA	TCO	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	HRoll	HPitch	HYaw	WRoll	WPitch	WYaw	
0.01	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.02	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.03	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.04	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.05	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.06	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.07	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.08	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.09	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.1	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.11	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.12	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.13	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.14	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.15	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.16	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.171	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.181	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.191	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.201	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.211	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
0.221	3.8	0	28.8	49.2	11.1	34.9	13.8	13.4	27.9	19.6	43.4	74.8	43.9	59.35	42.2	27.5	99.9	99.9	88.8	94	78.8	98.8	99.9	99.9	99.7	99.6	-94.0025	5.61277	86.1595	-73.1714	8.46507	-42.967	
