Hora de inicio de la toma de datos: 10:28:32
AT(s)	F1.1	F1.2	F2.1	F2.2	F3.1	F3.2	F4.1	F4.2	F5.1	F5.2	ABD1	ABD2	ABD3	ABD4	PA	TCO	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	HRoll	HPitch	HYaw	WRoll	WPitch	WYaw	
0.01	2	0	0	11.3	1.4	0	1.6	0	0	6.3	82.2	66.8	32	49.4	26.4	38.6	100	99.9	99.9	99.9	99.9	70	99.9	99.8	99.4	79.9	-23.1335	-4.32058	160.569	-9.74111	7.41403	-155.15	
0.02	2	0	0	11.3	1.4	0	1.6	0	0	6.3	82.2	66.8	32	49.4	26.4	38.6	100	99.9	99.9	99.9	99.9	70	99.9	99.8	99.4	79.9	-23.1335	-4.32058	160.569	-9.74111	7.41403	-155.15	
0.03	2	0	0	11.3	1.4	0	1.6	0	0	6.3	82.2	66.8	32	49.4	26.4	38.6	100	99.9	99.9	99.9	99.9	70	99.9	99.8	99.4	79.9	-23.1335	-4.32058	160.569	-9.74111	7.41403	-155.15	
0.04	2	0	0	11.3	1.4	0	1.6	0	0	6.3	82.2	66.8	32	49.4	26.4	38.6	100	99.9	99.9	99.9	99.9	70	99.9	99.8	99.4	79.9	-23.1335	-4.32058	160.569	-9.74111	7.41403	-155.15	
0.05	2	0	0	11.3	1.4	0	1.6	0	0	6.3	82.2	66.8	32	49.4	26.4	38.6	100	99.9	99.9	99.9	99.9	70	99.9	99.8	99.4	79.9	-23.1335	-4.32058	160.569	-9.74111	7.41403	-155.15	
0.06	2	0	0	11.3	1.4	0	1.6	0	0	6.3	82.2	66.8	32	49.4	26.4	38.6	100	99.9	99.9	99.9	99.9	70	99.9	99.8	99.4	79.9	-23.1335	-4.32058	160.569	-9.74111	7.41403	-155.15	
0.07	2	0	0	11.3	1.4	0	1.6	0	0	6.3	82.2	66.8	32	49.4	26.4	38.6	100	99.9	99.9	99.9	99.9	70	99.9	99.8	99.4	79.9	-23.1335	-4.32058	160.569	-9.74111	7.41403	-155.15	
0.08	2	0	0	11.3	1.4	0	1.6	0	0	6.3	82.2	66.8	32	49.4	26.4	38.6	100	99.9	99.9	99.9	99.9	70	99.9	99.8	99.4	79.9	-23.1335	-4.32058	160.569	-9.74111	7.41403	-155.15	
0.09	2	0	0	11.3	1.4	0	1.6	0	0	6.3	82.2	66.8	32	49.4	26.4	38.6	100	99.9	99.9	99.9	99.9	70	99.9	99.8	99.4	79.9	-23.1335	-4.32058	160.569	-9.74111	7.41403	-155.15	
0.1	2.1	0	0	11.3	1.3	0	1.6	0	0	6.4	82.3	66.8	31.9	49.35	26.3	38.4	99.9	99.9	99.9	99.9	99.9	69.4	99.9	99.9	99.9	79.2	-23.0765	-4.31331	160.563	-10.3221	6.85326	-155.212	
0.11	2.1	0	0.1	11.2	1.3	0	1.6	0	0	6.4	81.8	66.1	31.6	48.85	26.3	38.5	99.9	99.9	99.9	99.9	99.9	70.7	99.4	99.5	99.9	80	-23.1328	-4.01445	160.57	-10.143	7.29905	-155.279	
0.12	2.1	0	0.1	11.2	1.3	0	1.6	0	0	6.4	81.8	66.1	31.6	48.85	26.3	38.5	99.9	99.9	99.9	99.9	99.9	70.7	99.4	99.5	99.9	80	-23.1328	-4.01445	160.57	-10.143	7.29905	-155.279	
0.13	2.1	0	0.1	11.2	1.3	0	1.6	0	0	6.4	81.8	66.1	31.6	48.85	26.3	38.5	99.9	99.9	99.9	99.9	99.9	70.7	99.4	99.5	99.9	80	-23.1328	-4.01445	160.57	-10.143	7.29905	-155.279	
0.14	2.1	0	0.1	11.2	1.3	0	1.6	0	0	6.4	81.8	66.1	31.6	48.85	26.3	38.5	99.9	99.9	99.9	99.9	99.9	70.7	99.4	99.5	99.9	80	-23.1328	-4.01445	160.57	-10.143	7.29905	-155.279	
0.15	2.1	0	0.1	11.2	1.3	0	1.6	0	0	6.4	81.8	66.1	31.6	48.85	26.3	38.5	99.9	99.9	99.9	99.9	99.9	70.7	99.4	99.5	99.9	80	-23.1328	-4.01445	160.57	-10.143	7.29905	-155.279	
0.16	2.1	0	0.1	11.2	1.3	0	1.6	0	0	6.4	81.8	66.1	31.6	48.85	26.3	38.5	99.9	99.9	99.9	99.9	99.9	70.7	99.4	99.5	99.9	80	-23.1328	-4.01445	160.57	-10.143	7.29905	-155.279	
0.171	2.1	0	0.1	11.2	1.3	0	1.6	0	0	6.4	81.8	66.1	31.6	48.85	26.3	38.5	99.9	99.9	99.9	99.9	99.9	70.7	99.4	99.5	99.9	80	-23.1328	-4.01445	160.57	-10.143	7.29905	-155.279	
0.181	2.1	0	0.1	11.2	1.3	0	1.6	0	0	6.4	81.8	66.1	31.6	48.85	26.3	38.5	99.9	99.9	99.9	99.9	99.9	70.7	99.4	99.5	99.9	80	-23.1328	-4.01445	160.57	-10.143	7.29905	-155.279	
0.191	2.1	0	0.1	11.2	1.3	0	1.6	0	0	6.4	81.8	66.1	31.6	48.85	26.3	38.5	99.9	99.9	99.9	99.9	99.9	70.7	99.4	99.5	99.9	80	-23.1328	-4.01445	160.57	-10.143	7.29905	-155.279	
