Hora de inicio de la toma de datos: 10:39:11
AT(s)	F1.1	F1.2	F2.1	F2.2	F3.1	F3.2	F4.1	F4.2	F5.1	F5.2	ABD1	ABD2	ABD3	ABD4	PA	TCO	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	HRoll	HPitch	HYaw	WRoll	WPitch	WYaw	
0.01	0.3	0	2.3	8.8	3.7	0	3.8	0.6	0	5.3	30.3	40.5	21.8	31.15	40	30.5	99.9	99.9	99.9	70.9	99.9	99.9	99.9	99.9	99.6	99.3	-97.8769	3.35974	6.93113	-77.2907	3.1269	-131.571	
0.02	0.3	0	2.3	8.8	3.7	0	3.8	0.6	0	5.3	30.3	40.5	21.8	31.15	40	30.5	99.9	99.9	99.9	70.9	99.9	99.9	99.9	99.9	99.6	99.3	-97.8769	3.35974	6.93113	-77.2907	3.1269	-131.571	
0.03	0.3	0	2.3	8.8	3.7	0	3.8	0.6	0	5.3	30.3	40.5	21.8	31.15	40	30.5	99.9	99.9	99.9	70.9	99.9	99.9	99.9	99.9	99.6	99.3	-97.8769	3.35974	6.93113	-77.2907	3.1269	-131.571	
0.04	0.3	0	2.3	8.8	3.7	0	3.8	0.6	0	5.3	30.3	40.5	21.8	31.15	40	30.5	99.9	99.9	99.9	70.9	99.9	99.9	99.9	99.9	99.6	99.3	-97.8769	3.35974	6.93113	-77.2907	3.1269	-131.571	
0.05	0.3	0	2.3	8.8	3.7	0	3.8	0.6	0	5.3	30.3	40.5	21.8	31.15	40	30.5	99.9	99.9	99.9	70.9	99.9	99.9	99.9	99.9	99.6	99.3	-97.8769	3.35974	6.93113	-77.2907	3.1269	-131.571	
0.06	0.3	0	2.3	8.8	3.7	0	3.8	0.6	0	5.3	30.3	40.5	21.8	31.15	40	30.5	99.9	99.9	99.9	70.9	99.9	99.9	99.9	99.9	99.6	99.3	-97.8769	3.35974	6.93113	-77.2907	3.1269	-131.571	
0.07	0.3	0	2.3	8.8	3.7	0	3.8	0.6	0	5.3	30.3	40.5	21.8	31.15	40	30.5	99.9	99.9	99.9	70.9	99.9	99.9	99.9	99.9	99.6	99.3	-97.8769	3.35974	6.93113	-77.2907	3.1269	-131.571	
0.08	0.3	0	2.3	8.8	3.7	0	3.8	0.6	0	5.3	30.3	40.5	21.8	31.15	40	30.5	99.9	99.9	99.9	70.9	99.9	99.9	99.9	99.9	99.6	99.3	-97.8769	3.35974	6.93113	-77.2907	3.1269	-131.571	
0.09	0.3	0	2.3	8.8	3.7	0	3.8	0.6	0	5.3	30.3	40.5	21.8	31.15	40	30.5	99.9	99.9	99.9	70.9	99.9	99.9	99.9	99.9	99.6	99.3	-97.8769	3.35974	6.93113	-77.2907	3.1269	-131.571	
0.1	0.3	0	2.3	8.8	3.7	0	3.8	0.6	0	5.3	30.3	40.5	21.8	31.15	40	30.5	99.9	99.9	99.9	70.9	99.9	99.9	99.9	99.9	99.6	99.3	-97.8769	3.35974	6.93113	-77.2907	3.1269	-131.571	
