Hora de inicio de la toma de datos: 10:28:47
AT(s)	F1.1	F1.2	F2.1	F2.2	F3.1	F3.2	F4.1	F4.2	F5.1	F5.2	ABD1	ABD2	ABD3	ABD4	PA	TCO	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	HRoll	HPitch	HYaw	WRoll	WPitch	WYaw	
0.01	1.7	0	0	11.5	0.9	0	1.9	0	0	6	75.2	54.9	29.5	42.2	31.1	28.1	99.9	72.9	88.3	91.9	99.9	78.4	99.9	99.4	99.3	93.6	-23.7038	-0.385832	-3.43038	-8.84628	5.34951	39.8919	
0.02	1.6	0	0.4	11.3	0.8	0	2	0	0	5.7	74.9	53.6	28.8	41.2	30.8	27.9	99.9	61.6	84.5	93.1	99.9	77.1	99.8	99.3	99.4	97.6	-23.7599	-0.470049	-3.24479	-7.48147	5.52683	40.0466	
0.03	1.6	0	0.4	11.3	0.8	0	2	0	0	5.7	74.9	53.6	28.8	41.2	30.8	27.9	99.9	61.6	84.5	93.1	99.9	77.1	99.8	99.3	99.4	97.6	-23.7599	-0.470049	-3.24479	-7.48147	5.52683	40.0466	
0.04	1.6	0	0.4	11.3	0.8	0	2	0	0	5.7	74.9	53.6	28.8	41.2	30.8	27.9	99.9	61.6	84.5	93.1	99.9	77.1	99.8	99.3	99.4	97.6	-23.7599	-0.470049	-3.24479	-7.48147	5.52683	40.0466	
0.05	1.6	0	0.4	11.3	0.8	0	2	0	0	5.7	74.9	53.6	28.8	41.2	30.8	27.9	99.9	61.6	84.5	93.1	99.9	77.1	99.8	99.3	99.4	97.6	-23.7599	-0.470049	-3.24479	-7.48147	5.52683	40.0466	
0.06	1.6	0	0.4	11.3	0.8	0	2	0	0	5.7	74.9	53.6	28.8	41.2	30.8	27.9	99.9	61.6	84.5	93.1	99.9	77.1	99.8	99.3	99.4	97.6	-23.7599	-0.470049	-3.24479	-7.48147	5.52683	40.0466	
0.07	1.6	0	0.4	11.3	0.8	0	2	0	0	5.7	74.9	53.6	28.8	41.2	30.8	27.9	99.9	61.6	84.5	93.1	99.9	77.1	99.8	99.3	99.4	97.6	-23.7599	-0.470049	-3.24479	-7.48147	5.52683	40.0466	
0.08	1.6	0	0.4	11.3	0.8	0	2	0	0	5.7	74.9	53.6	28.8	41.2	30.8	27.9	99.9	61.6	84.5	93.1	99.9	77.1	99.8	99.3	99.4	97.6	-23.7599	-0.470049	-3.24479	-7.48147	5.52683	40.0466	
0.09	1.6	0	0.4	11.3	0.8	0	2	0	0	5.7	74.9	53.6	28.8	41.2	30.8	27.9	99.9	61.6	84.5	93.1	99.9	77.1	99.8	99.3	99.4	97.6	-23.7599	-0.470049	-3.24479	-7.48147	5.52683	40.0466	
0.1	1.6	0	0.4	11.3	0.8	0	2	0	0	5.7	74.9	53.6	28.8	41.2	30.8	27.9	99.9	61.6	84.5	93.1	99.9	77.1	99.8	99.3	99.4	97.6	-23.7599	-0.470049	-3.24479	-7.48147	5.52683	40.0466	
