Hora de inicio de la toma de datos: 10:43:08
AT(s)	F1.1	F1.2	F2.1	F2.2	F3.1	F3.2	F4.1	F4.2	F5.1	F5.2	ABD1	ABD2	ABD3	ABD4	PA	TCO	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	HRoll	HPitch	HYaw	WRoll	WPitch	WYaw	
0.01	0	1.2	94.5	79	77.3	82.8	49.6	72.4	0	28.3	0	43.7	43.4	43.55	31.7	58.7	100	99.9	53.6	94	99.9	99.9	99.9	89.6	99.4	99.4	-162.229	-18.6514	171.738	-135.283	4.88444	157.188	
0.02	0	1.2	94.5	79	77.3	82.8	49.6	72.4	0	28.3	0	43.7	43.4	43.55	31.7	58.7	100	99.9	53.6	94	99.9	99.9	99.9	89.6	99.4	99.4	-162.229	-18.6514	171.738	-135.283	4.88444	157.188	
0.03	0	1.2	94.5	79	77.3	82.8	49.6	72.4	0	28.3	0	43.7	43.4	43.55	31.7	58.7	100	99.9	53.6	94	99.9	99.9	99.9	89.6	99.4	99.4	-162.229	-18.6514	171.738	-135.283	4.88444	157.188	
0.04	0	1.2	94.5	79	77.3	82.8	49.6	72.4	0	28.3	0	43.7	43.4	43.55	31.7	58.7	100	99.9	53.6	94	99.9	99.9	99.9	89.6	99.4	99.4	-162.229	-18.6514	171.738	-135.283	4.88444	157.188	
0.05	0	1.2	94.5	79	77.3	82.8	49.6	72.4	0	28.3	0	43.7	43.4	43.55	31.7	58.7	100	99.9	53.6	94	99.9	99.9	99.9	89.6	99.4	99.4	-162.229	-18.6514	171.738	-135.283	4.88444	157.188	
0.06	0	1.2	94.5	79	77.3	82.8	49.6	72.4	0	28.3	0	43.7	43.4	43.55	31.7	58.7	100	99.9	53.6	94	99.9	99.9	99.9	89.6	99.4	99.4	-162.229	-18.6514	171.738	-135.283	4.88444	157.188	
0.07	0	1.2	94.5	79	77.3	82.8	49.6	72.4	0	28.3	0	43.7	43.4	43.55	31.7	58.7	100	99.9	53.6	94	99.9	99.9	99.9	89.6	99.4	99.4	-162.229	-18.6514	171.738	-135.283	4.88444	157.188	
0.08	0	1.2	94.5	79	77.3	82.8	49.6	72.4	0	28.3	0	43.7	43.4	43.55	31.7	58.7	100	99.9	53.6	94	99.9	99.9	99.9	89.6	99.4	99.4	-162.229	-18.6514	171.738	-135.283	4.88444	157.188	
0.09	0	1.2	94.5	79	77.3	82.8	49.6	72.4	0	28.3	0	43.7	43.4	43.55	31.7	58.7	100	99.9	53.6	94	99.9	99.9	99.9	89.6	99.4	99.4	-162.229	-18.6514	171.738	-135.283	4.88444	157.188	
0.1	0	1.2	94.5	79	77.3	82.8	49.6	72.4	0	28.3	0	43.7	43.4	43.55	31.7	58.7	100	99.9	53.6	94	99.9	99.9	99.9	89.6	99.4	99.4	-162.229	-18.6514	171.738	-135.283	4.88444	157.188	
