Hora de inicio de la toma de datos: 10:21:32
AT(s)	F1.1	F1.2	F2.1	F2.2	F3.1	F3.2	F4.1	F4.2	F5.1	F5.2	ABD1	ABD2	ABD3	ABD4	PA	TCO	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	HRoll	HPitch	HYaw	WRoll	WPitch	WYaw	
0.01	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.02	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.03	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.04	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.05	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.06	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.07	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.08	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.09	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.1	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.11	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.12	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.13	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.14	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.15	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.16	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.171	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.181	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.191	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.201	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.211	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.221	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.231	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.241	0	0	19.7	35.6	6.9	37.7	7.5	30.1	1.8	27	3.5	32.2	23.9	28.05	28.6	23.2	100	92.6	62.2	95.9	99.9	99.3	99.8	99.9	99.9	99.9	-90.1958	4.77419	-80.8593	-60.2954	8.72573	-56.5162	
0.251	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.261	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.271	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.281	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.29	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.3	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.31	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.32	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.33	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.34	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.35	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.36	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.37	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.38	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.39	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.4	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.41	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.42	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.43	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.44	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.45	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.46	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.47	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.48	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.49	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.5	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.51	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.52	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
0.53	0	0	19.6	35.2	7	37	7.6	29.5	1.9	27	3.5	32	23.7	27.85	28.6	23.2	99.9	93.7	63.9	96	99.9	99.2	99.4	99.9	99.9	99.9	-89.8555	5.04625	-80.8808	-59.9054	8.69112	-56.4759	
