Hora de inicio de la toma de datos: 10:26:17
AT(s)	F1.1	F1.2	F2.1	F2.2	F3.1	F3.2	F4.1	F4.2	F5.1	F5.2	ABD1	ABD2	ABD3	ABD4	PA	TCO	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	HRoll	HPitch	HYaw	WRoll	WPitch	WYaw	
0.01	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.02	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.03	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.04	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.05	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.06	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.07	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.08	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.09	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.1	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.11	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.12	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.13	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.14	0	0	6.2	68.1	4.7	41.9	8.1	34.2	0	41.7	0	50.3	5.5	27.9	83.2	91.1	99.9	99.9	60.1	79.4	99.9	99.2	99.5	99.9	99.9	99.9	-18.6883	-21.6813	172.111	1.48186	41.4877	90.1261	
0.15	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.16	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.171	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.181	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.191	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.201	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.211	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.221	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.231	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.241	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.251	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.261	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.271	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.281	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.29	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.3	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.31	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
0.32	0	0	6.3	66.8	4.6	41.7	8.1	34.4	0	41.6	0	49.1	5.6	27.35	83	90.9	99.9	99.9	61.8	78.6	99.9	99.9	99.9	99.9	99.9	99.9	-19.4115	-21.3177	172.208	1.36559	42.0323	89.9041	
