Hora de inicio de la toma de datos: 10:13:10
AT(s)	F1.1	F1.2	F2.1	F2.2	F3.1	F3.2	F4.1	F4.2	F5.1	F5.2	ABD1	ABD2	ABD3	ABD4	PA	TCO	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	HRoll	HPitch	HYaw	WRoll	WPitch	WYaw	
0.01	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.02	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.03	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.04	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.05	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.06	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.07	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.08	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.09	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.1	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.11	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.12	3.3	0	2.1	5.8	10.1	0.8	3.8	0	3	4.1	19.4	43.6	13.2	28.4	27.3	27.1	100	51.9	86.1	74.5	99.9	96.3	99.9	99.9	99.9	94.1	-22.0992	-2.30236	-177.321	-10.2791	4.50052	-160.239	
0.13	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.14	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.15	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.16	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.171	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.181	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.191	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.201	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.211	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.221	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.231	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.241	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.251	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
0.261	3.2	0	2.1	5.8	10.2	0.8	3.8	0	3	4.1	19	41.5	13.2	27.35	27.3	27.2	100	47.9	87.1	76	99.9	96	99.5	99.8	99.9	93.7	-22.1828	-2.27067	-177.295	-10.234	4.35821	-160.246	
