Hora de inicio de la toma de datos: 12:35:07
AT(s) ROLL1(udig) MCF1 IFD1 A1 MCF2 IFP2 IFD2(*) A2(**) MCF3 IFP3 IFD3(*) A3 MCF4 IFP4 IFD4(*) A4 MCF5 IFP5 IFD5(*) A5 ROLL5 C C_Ano usado
0.01 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.02 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.03 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.04 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.05 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.06 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.07 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.08 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.09 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.1 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.11 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.12 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.13 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.14 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.15 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.16 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.171 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.181 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.191 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.201 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.211 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.221 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.231 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.241 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.251 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.261 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.271 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.281 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.29 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.3 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.31 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.32 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.33 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.34 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.35 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.36 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.37 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.38 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.39 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.4 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.41 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.42 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.43 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.44 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.45 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.46 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.47 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.48 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.49 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.5 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.51 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
0.52 156 92 133 107 117 98 0 0 125 88 0 155 119 91 0 154 124 107 0 160 249 128 96 0 
