Hora de inicio de la toma de datos: 12:36:04
AT(s) ROLL1(udig) MCF1 IFD1 A1 MCF2 IFP2 IFD2(*) A2(**) MCF3 IFP3 IFD3(*) A3 MCF4 IFP4 IFD4(*) A4 MCF5 IFP5 IFD5(*) A5 ROLL5 C C_Ano usado
0.01 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.02 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.03 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.04 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.05 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.06 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.07 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.08 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.09 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.1 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.11 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.12 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.13 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.14 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.15 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.16 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.171 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.181 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.191 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.201 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.211 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.221 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.231 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.241 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.251 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.261 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.271 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.281 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.29 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.3 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.31 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.32 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.33 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.34 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.35 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.36 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.37 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.38 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.39 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.4 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.41 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.42 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.43 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.44 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.45 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.46 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.47 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.48 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.49 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.5 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.51 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.52 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.53 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.54 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.55 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.56 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.57 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.58 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.59 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.6 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.61 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.62 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.63 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.64 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.65 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.66 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.67 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.68 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.69 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.7 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.71 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.72 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.73 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.74 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.75 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.76 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.77 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.78 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.79 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.8 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.81 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.82 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.83 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.84 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.85 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.86 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.87 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.88 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.89 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.9 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.91 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.92 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.93 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.94 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.95 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.96 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.97 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.98 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
0.99 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.01 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.02 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.03 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.04 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.05 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.06 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.07 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.08 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.09 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.1 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.11 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.12 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.13 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.14 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.15 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.16 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.17 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.18 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.19 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.2 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.21 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.22 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.23 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.24 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.25 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.26 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.27 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.28 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.29 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.3 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.31 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.32 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.33 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.34 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.35 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.36 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.37 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.38 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.39 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.4 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.41 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.42 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.43 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.44 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.45 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.46 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.47 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.48 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.49 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.5 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.51 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.52 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.53 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
1.54 118 111 113 142 115 106 0 0 106 95 0 132 97 103 0 158 95 87 0 120 232 137 75 0 
