Hora de inicio de la toma de datos: 12:14:16
AT(s) ROLL1(udig) MCF1 IFD1 A1 MCF2 IFP2 IFD2(*) A2(**) MCF3 IFP3 IFD3(*) A3 MCF4 IFP4 IFD4(*) A4 MCF5 IFP5 IFD5(*) A5 ROLL5 C C_Ano usado
0.01 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.02 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.03 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.04 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.05 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.06 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.07 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.08 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.09 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.1 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.11 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.12 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.13 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.14 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.15 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.16 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.171 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.181 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.191 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.201 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.211 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.221 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.231 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.241 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.251 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.261 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.271 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.281 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.29 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.3 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.31 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.32 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.33 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.34 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.35 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.36 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.37 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.38 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.39 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.4 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.41 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.42 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.43 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.44 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.45 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.46 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.47 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.48 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.49 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.5 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.51 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.52 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.53 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.54 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.55 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.56 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.57 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.58 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.59 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.6 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.61 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.62 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.63 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.64 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.65 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.66 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.67 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.68 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.69 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.7 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.71 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.72 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.73 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.74 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.75 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.76 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.77 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.78 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.79 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.8 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.81 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.82 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.83 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.84 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.85 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.86 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.87 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.88 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.89 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
0.9 68 105 130 185 84 63 0 0 59 64 0 140 76 72 0 180 81 59 0 138 92 148 76 0 
