Hora de inicio de la toma de datos: 12:23:07
AT(s) ROLL1(udig) MCF1 IFD1 A1 MCF2 IFP2 IFD2(*) A2(**) MCF3 IFP3 IFD3(*) A3 MCF4 IFP4 IFD4(*) A4 MCF5 IFP5 IFD5(*) A5 ROLL5 C C_Ano usado
0.01 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.02 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.03 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.04 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.05 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.06 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.07 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.08 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.09 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.1 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.11 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.12 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.13 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.14 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.15 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.16 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.171 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.181 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.191 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.201 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.211 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.221 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.231 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
0.241 115 115 115 137 111 99 0 0 102 106 0 133 104 116 0 143 103 97 0 119 234 137 73 0 
