Hora de inicio de la toma de datos: 12:21:20
AT(s) ROLL1(udig) MCF1 IFD1 A1 MCF2 IFP2 IFD2(*) A2(**) MCF3 IFP3 IFD3(*) A3 MCF4 IFP4 IFD4(*) A4 MCF5 IFP5 IFD5(*) A5 ROLL5 C C_Ano usado
0.01 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.02 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.03 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.04 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.05 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.06 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.07 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.08 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.09 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.1 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.11 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.12 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.13 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.14 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.15 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.16 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.171 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.181 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.191 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.201 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.211 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.221 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.231 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.241 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.251 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.261 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.271 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.281 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.29 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.3 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.31 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.32 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.33 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.34 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.35 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.36 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.37 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.38 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.39 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.4 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.41 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.42 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.43 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.44 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.45 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.46 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.47 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.48 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.49 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.5 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.51 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.52 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.53 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.54 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.55 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.56 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.57 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.58 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.59 120 114 108 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.6 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.61 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.62 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.63 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.64 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.65 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.66 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.67 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.68 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.69 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.7 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.71 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.72 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.73 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.74 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.75 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.76 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.77 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.78 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.79 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.8 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.81 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.82 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.83 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.84 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.85 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.86 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.87 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.88 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.89 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.9 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.91 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.92 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.93 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.94 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.95 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.96 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.97 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.98 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
0.99 120 114 112 141 111 102 0 0 101 110 0 128 103 118 0 142 111 97 0 120 236 136 73 0 
