Hora de inicio de la toma de datos: 12:24:38
AT(s) ROLL1(udig) MCF1 IFD1 A1 MCF2 IFP2 IFD2(*) A2(**) MCF3 IFP3 IFD3(*) A3 MCF4 IFP4 IFD4(*) A4 MCF5 IFP5 IFD5(*) A5 ROLL5 C C_Ano usado
0.01 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.02 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.03 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.04 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.05 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.06 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.07 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.08 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.09 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.1 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.11 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.12 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.13 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.14 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.15 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.16 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.171 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.181 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.191 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.201 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.211 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.221 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.231 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.241 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.251 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.261 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.271 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.281 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.29 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.3 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.31 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.32 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.33 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.34 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.35 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.36 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.37 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.38 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.39 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.4 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.41 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.42 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.43 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
0.44 107 117 116 145 116 95 0 0 106 87 0 135 108 97 0 150 103 81 0 123 245 137 74 0 
