Hora de inicio de la toma de datos: 12:17:19
AT(s) ROLL1(udig) MCF1 IFD1 A1 MCF2 IFP2 IFD2(*) A2(**) MCF3 IFP3 IFD3(*) A3 MCF4 IFP4 IFD4(*) A4 MCF5 IFP5 IFD5(*) A5 ROLL5 C C_Ano usado
0.01 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.02 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.03 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.04 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.05 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.06 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.07 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.08 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.09 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.1 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.112 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.12 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.13 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.14 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.15 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.16 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.171 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.181 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.191 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.201 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.211 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.221 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.231 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.241 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.251 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.261 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.271 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.281 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.29 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.3 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.31 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.32 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.33 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.34 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.35 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.36 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.37 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.38 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.39 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.4 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.41 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.42 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.43 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.44 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.45 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.46 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.47 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.48 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.49 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.5 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.51 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.52 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.53 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.54 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.55 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.56 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.57 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.58 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.59 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.6 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.61 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.62 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.63 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.64 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.65 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.66 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.67 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.68 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.69 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.7 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.71 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.72 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.73 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.74 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
0.75 112 109 111 149 107 91 0 0 100 91 0 137 97 99 0 151 92 85 0 123 234 137 78 0 
