Hora de inicio de la toma de datos: 12:16:51
AT(s) ROLL1(udig) MCF1 IFD1 A1 MCF2 IFP2 IFD2(*) A2(**) MCF3 IFP3 IFD3(*) A3 MCF4 IFP4 IFD4(*) A4 MCF5 IFP5 IFD5(*) A5 ROLL5 C C_Ano usado
0.01 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.02 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.03 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.04 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.05 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.06 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.07 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.08 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.09 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.1 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.11 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.12 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.13 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.14 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.15 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.16 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.171 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.181 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
0.191 116 118 111 150 114 89 0 0 104 88 0 136 105 98 0 152 99 82 0 127 234 136 74 0 
