Hora de inicio de la toma de datos: 12:38:46
AT(s) ROLL1(udig) MCF1 IFD1 A1 MCF2 IFP2 IFD2(*) A2(**) MCF3 IFP3 IFD3(*) A3 MCF4 IFP4 IFD4(*) A4 MCF5 IFP5 IFD5(*) A5 ROLL5 C C_Ano usado
0.01 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.02 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.03 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.04 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.05 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.06 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.07 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.08 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.09 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.1 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.11 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.12 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.13 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.14 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.15 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.16 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.171 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.181 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.191 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.201 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.211 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.221 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.231 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.241 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.251 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.261 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.271 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.281 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.29 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.3 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.31 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.32 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.33 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
0.34 118 114 115 144 114 101 0 0 103 119 0 132 102 134 0 149 100 110 0 120 232 136 75 0 
